      35 text files.
classified 35 files      35 unique files.                              
      12 files ignored.

files,language,blank,comment,code,"github.com/AlDanial/cloc v 1.76  T=0.07 s (410.9 files/s, 44377.5 lines/s)"
20,JavaScript,917,3,1329
3,JSON,0,0,858
4,Markdown,26,0,80
1,HTML,1,0,11
1,YAML,2,0,10
1,CSS,0,0,3
